filter_name,filter_type,true_selectivity,estimated_selectivity,absolute_error,relative_error_pct,estimation_time_us
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Car Electronics')",in_set,0.255374,0.265464,0.01009,3.95,1.96
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Car Electronics')",in_set,0.255539,0.265979,0.01044,4.09,1.87
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.255722,0.267526,0.011804,4.62,1.87
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.255887,0.268041,0.012154,4.75,1.75
"main_cat IN ('Home Audio & Theater', 'Books', 'Car Electronics')",in_set,0.256794,0.268299,0.011505,4.48,1.42
"main_cat IN ('Home Audio & Theater', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.257142,0.270361,0.013219,5.14,1.29
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Office Products')",in_set,0.258072,0.270876,0.012804,4.96,1.87
"main_cat IN ('Home Audio & Theater', 'Books', 'Office Products')",in_set,0.259327,0.273196,0.013869,5.35,1.42
"main_cat IN ('Home Audio & Theater', 'Books', 'Sports & Outdoors')",in_set,0.259492,0.273711,0.014219,5.48,1.33
"main_cat IN ('Home Audio & Theater', 'Musical Instruments')",in_set,0.26588,0.273969,0.008089,3.04,1.04
"main_cat IN ('Home Audio & Theater', 'Computers')",in_set,0.2708,0.281186,0.010386,3.84,1.25
main_cat='All Electronics',single,0.271385,0.265464,0.005921,2.18,0.29
"overall IN (1,4)",in_set,0.274147,0.270361,0.003786,1.38,1.37
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.274791,0.270619,0.004173,1.52,1.75
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Car Electronics')",in_set,0.276482,0.282732,0.00625,2.26,1.79
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.27683,0.284794,0.007964,2.88,1.67
verified=true AND overall<=4.0,compound,0.277536,0.280412,0.002877,1.04,7.79
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Office Products')",in_set,0.279015,0.287629,0.008614,3.09,1.87
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.27918,0.288144,0.008964,3.21,1.67
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Computers')",in_set,0.279711,0.277835,0.001876,0.67,1.92
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Books')",in_set,0.280435,0.290464,0.010029,3.58,1.33
"main_cat IN ('Home Audio & Theater', 'Computers', 'Car Electronics')",in_set,0.281401,0.289948,0.008547,3.04,1.83
"main_cat IN ('Home Audio & Theater', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.281749,0.29201,0.010261,3.64,1.71
"main_cat IN ('All Electronics', 'Car Electronics')",in_set,0.281986,0.274227,0.007759,2.75,1.21
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories')",in_set,0.282334,0.276289,0.006045,2.14,1.04
"main_cat IN ('Home Audio & Theater', 'Computers', 'Office Products')",in_set,0.283934,0.294845,0.010911,3.84,1.92
"main_cat IN ('Home Audio & Theater', 'Computers', 'Sports & Outdoors')",in_set,0.284099,0.295361,0.011262,3.96,1.83
"main_cat IN ('All Electronics', 'Office Products')",in_set,0.284519,0.279124,0.005396,1.9,1.17
"main_cat IN ('All Electronics', 'Sports & Outdoors')",in_set,0.284684,0.279639,0.005045,1.77,1.17
"main_cat IN ('Home Audio & Theater', 'Computers', 'Books')",in_set,0.285354,0.29768,0.012326,4.32,1.38
"main_cat IN ('All Electronics', 'Books')",in_set,0.285939,0.281959,0.00398,1.39,0.67
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories', 'Car Electronics')",in_set,0.292936,0.285052,0.007884,2.69,1.67
"main_cat IN ('All Electronics', 'Office Products', 'Car Electronics')",in_set,0.295121,0.287887,0.007234,2.45,1.79
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Car Electronics')",in_set,0.295286,0.288402,0.006884,2.33,1.71
"main_cat IN ('All Electronics', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.295469,0.289948,0.00552,1.87,1.71
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.295634,0.290464,0.00517,1.75,1.63
"main_cat IN ('All Electronics', 'Books', 'Car Electronics')",in_set,0.296541,0.290722,0.005819,1.96,1.42
"main_cat IN ('All Electronics', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.296889,0.292784,0.004105,1.38,1.25
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Office Products')",in_set,0.297819,0.293299,0.00452,1.52,1.79
"overall IN (2,3,4)",in_set,0.298711,0.297165,0.001546,0.52,1.92
"main_cat IN ('All Electronics', 'Books', 'Office Products')",in_set,0.299074,0.295619,0.003455,1.16,1.42
"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')",in_set,0.299239,0.296134,0.003105,1.04,1.38
"main_cat IN ('Home Audio & Theater', 'Computers', 'Musical Instruments')",in_set,0.305042,0.312113,0.007071,2.32,1.92
"main_cat IN ('All Electronics', 'Musical Instruments')",in_set,0.305627,0.296392,0.009235,3.02,1.0
"main_cat IN ('All Electronics', 'Computers')",in_set,0.310546,0.303608,0.006938,2.23,1.08
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.313445,0.320103,0.006658,2.12,1.08
"main_cat IN ('All Electronics', 'Musical Instruments', 'Car Electronics')",in_set,0.316229,0.305155,0.011074,3.5,1.79
"main_cat IN ('All Electronics', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.316576,0.307216,0.00936,2.96,1.63
"main_cat IN ('All Electronics', 'Musical Instruments', 'Office Products')",in_set,0.318762,0.310052,0.00871,2.73,1.83
"main_cat IN ('All Electronics', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.318927,0.310567,0.00836,2.62,1.79
"main_cat IN ('All Electronics', 'Musical Instruments', 'Books')",in_set,0.320182,0.312887,0.007295,2.28,1.25
"main_cat IN ('All Electronics', 'Computers', 'Car Electronics')",in_set,0.321148,0.312371,0.008777,2.73,1.96
"main_cat IN ('All Electronics', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.321496,0.314433,0.007063,2.2,1.75
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.322356,0.316753,0.005604,1.74,2.13
"main_cat IN ('All Electronics', 'Computers', 'Office Products')",in_set,0.323681,0.317268,0.006413,1.98,2.0
"main_cat IN ('All Electronics', 'Computers', 'Sports & Outdoors')",in_set,0.323846,0.317784,0.006062,1.87,1.87
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.324047,0.328866,0.004819,1.49,1.92
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.324395,0.330928,0.006533,2.01,1.75
"overall IN (1,2,4)",in_set,0.324686,0.320361,0.004325,1.33,1.96
"main_cat IN ('All Electronics', 'Computers', 'Books')",in_set,0.325101,0.320103,0.004998,1.54,1.25
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Office Products')",in_set,0.32658,0.333763,0.007183,2.2,1.96
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.326745,0.334278,0.007533,2.31,1.83
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Books')",in_set,0.328,0.336598,0.008598,2.62,1.25
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.34157,0.357474,0.015904,4.66,1.25
"main_cat IN ('All Electronics', 'Computers', 'Musical Instruments')",in_set,0.344789,0.334536,0.010253,2.97,1.87
"overall IN (1,3,4)",in_set,0.346541,0.33634,0.010201,2.94,2.17
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.347688,0.351031,0.003343,0.96,1.87
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.352172,0.366237,0.014066,3.99,2.17
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.352519,0.368299,0.01578,4.48,2.04
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Computers')",in_set,0.352607,0.358247,0.00564,1.6,2.13
"main_cat IN ('All Electronics', 'Camera &amp; Photo')",in_set,0.353192,0.342526,0.010666,3.02,1.17
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.354705,0.371134,0.016429,4.63,2.25
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.35487,0.371649,0.01678,4.73,2.17
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Books')",in_set,0.356125,0.373969,0.017844,5.01,1.46
"main_cat IN ('Home Audio & Theater', 'Camera & Photo')",in_set,0.362255,0.368299,0.006044,1.67,1.25
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.363794,0.351289,0.012505,3.44,2.08
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.364141,0.353351,0.010791,2.96,1.83
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Office Products')",in_set,0.366327,0.356186,0.010141,2.77,2.17
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.366492,0.356701,0.009791,2.67,1.96
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Books')",in_set,0.367747,0.359021,0.008726,2.37,1.33
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Car Electronics')",in_set,0.372857,0.377062,0.004205,1.13,2.17
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.373205,0.379124,0.005919,1.59,1.96
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Office Products')",in_set,0.37539,0.381959,0.006569,1.75,2.17
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.375555,0.382474,0.00692,1.84,2.08
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.375812,0.388402,0.01259,3.35,2.13
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Books')",in_set,0.37681,0.384794,0.007984,2.12,1.37
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Computers')",in_set,0.380732,0.395619,0.014887,3.91,2.38
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater')",in_set,0.381317,0.379897,0.00142,0.37,1.25
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.387434,0.373454,0.013981,3.61,1.92
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.391918,0.38866,0.003258,0.83,2.25
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.392266,0.390722,0.001544,0.39,2.08
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Computers')",in_set,0.392354,0.38067,0.011684,2.98,2.17
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.394451,0.393557,0.000895,0.23,2.33
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.394616,0.394072,0.000544,0.14,2.29
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Books')",in_set,0.395871,0.396392,0.000521,0.13,1.46
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Musical Instruments')",in_set,0.396497,0.399227,0.002729,0.69,2.12
overall<=4.0,range,0.39708,0.38634,0.01074,2.7,3.29
"overall IN (1,2,3,4)",in_set,0.39708,0.38634,0.01074,2.7,2.92
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Computers')",in_set,0.401417,0.406443,0.005027,1.25,2.33
"main_cat IN ('All Electronics', 'Camera & Photo')",in_set,0.402002,0.390722,0.01128,2.81,1.29
"main_cat IN ('All Electronics', 'Camera & Photo', 'Car Electronics')",in_set,0.412603,0.399485,0.013119,3.18,2.33
"main_cat IN ('All Electronics', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.412951,0.401546,0.011405,2.76,2.08
"main_cat IN ('All Electronics', 'Camera & Photo', 'Office Products')",in_set,0.415136,0.404381,0.010755,2.59,2.29
"main_cat IN ('All Electronics', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.415301,0.404897,0.010404,2.51,2.13
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.415559,0.410825,0.004734,1.14,2.17
"main_cat IN ('All Electronics', 'Camera & Photo', 'Books')",in_set,0.416556,0.407216,0.00934,2.24,1.42
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Computers')",in_set,0.420478,0.418041,0.002437,0.58,2.42
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.423377,0.434536,0.011159,2.64,2.5
"main_cat IN ('All Electronics', 'Camera & Photo', 'Musical Instruments')",in_set,0.436244,0.421649,0.014595,3.35,2.13
"main_cat IN ('All Electronics', 'Camera & Photo', 'Computers')",in_set,0.441163,0.428866,0.012297,2.79,2.88
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.444062,0.445361,0.001298,0.29,2.5
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.463124,0.456959,0.006165,1.33,2.54
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.472187,0.482732,0.010545,2.23,2.63
verified=true AND overall>=5.0,compound,0.480825,0.49433,0.013505,2.81,5.5
"main_cat IN ('All Electronics', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.483809,0.467784,0.016026,3.31,2.79
"main_cat IN ('All Electronics', 'Home Audio & Theater')",in_set,0.503023,0.508505,0.005482,1.09,1.79
"main_cat IN ('All Electronics', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.511934,0.505155,0.006779,1.32,2.83
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Car Electronics')",in_set,0.513624,0.517268,0.003644,0.71,3.04
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Cell Phones &amp; Accessories')",in_set,0.513972,0.51933,0.005358,1.04,2.75
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Office Products')",in_set,0.516157,0.522165,0.006008,1.16,3.04
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Sports & Outdoors')",in_set,0.516322,0.52268,0.006358,1.23,2.83
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Books')",in_set,0.517577,0.525,0.007423,1.43,1.83
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Musical Instruments')",in_set,0.537265,0.539433,0.002168,0.4,2.83
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Computers')",in_set,0.542184,0.546649,0.004465,0.82,3.12
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.58483,0.585567,0.000737,0.13,3.25
overall>=5.0,range,0.60292,0.61366,0.01074,1.78,0.83
verified=true AND overall>=4.0,compound,0.608342,0.633505,0.025163,4.14,7.5
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.612955,0.622938,0.009983,1.63,3.46
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera & Photo')",in_set,0.63364,0.633763,0.000123,0.02,3.5
"overall IN (2,5)",in_set,0.653459,0.66366,0.010201,1.56,1.79
verified=true AND overall>=3.0,compound,0.661342,0.680928,0.019586,2.96,9.67
"overall IN (3,5)",in_set,0.675314,0.679639,0.004325,0.64,1.83
verified=true AND overall>=2.0,compound,0.695334,0.714433,0.019099,2.75,12.42
"overall IN (1,5)",in_set,0.701289,0.702835,0.001546,0.22,1.92
"overall IN (2,3,5)",in_set,0.725853,0.729639,0.003786,0.52,2.54
"overall IN (1,2,5)",in_set,0.751828,0.752835,0.001007,0.13,2.62
verified=true AND overall<=5.0,compound,0.758361,0.774742,0.016381,2.16,15.71
verified=true,single,0.758361,0.774742,0.016381,2.16,0.29
"overall IN (1,3,5)",in_set,0.773683,0.768814,0.004869,0.63,2.83
overall>=4.0,range,0.778698,0.794845,0.016147,2.07,2.38
"overall IN (4,5)",in_set,0.778698,0.794845,0.016147,2.07,2.29
"overall IN (1,2,3,5)",in_set,0.824222,0.818814,0.005408,0.66,3.71
"overall IN (2,4,5)",in_set,0.829237,0.844845,0.015608,1.88,3.25
overall>=3.0,range,0.851092,0.860825,0.009733,1.14,4.75
"overall IN (3,4,5)",in_set,0.851092,0.860825,0.009733,1.14,3.46
"overall IN (1,4,5)",in_set,0.877067,0.884021,0.006953,0.79,3.62
overall>=2.0,range,0.901631,0.910825,0.009194,1.02,7.21
"overall IN (2,3,4,5)",in_set,0.901631,0.910825,0.009194,1.02,4.37
"overall IN (1,2,4,5)",in_set,0.927606,0.934021,0.006414,0.69,4.63
"overall IN (1,3,4,5)",in_set,0.949461,0.95,0.000539,0.06,4.83
overall<=5.0,range,1.0,1.0,0.0,0.0,10.92
