filter_name,filter_type,true_selectivity,estimated_selectivity,absolute_error,relative_error_pct,estimation_time_us
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Car Electronics')",in_set,0.255374,0.254768,0.000607,0.24,1.54
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Car Electronics')",in_set,0.255539,0.256675,0.001135,0.44,1.58
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.255722,0.255592,0.00013,0.05,1.54
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.255887,0.257499,0.001612,0.63,1.62
"main_cat IN ('Home Audio & Theater', 'Books', 'Car Electronics')",in_set,0.256794,0.258685,0.001891,0.74,1.67
"main_cat IN ('Home Audio & Theater', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.257142,0.259509,0.002367,0.92,1.71
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Office Products')",in_set,0.258072,0.258633,0.000561,0.22,1.62
"main_cat IN ('Home Audio & Theater', 'Books', 'Office Products')",in_set,0.259327,0.260643,0.001316,0.51,1.75
"main_cat IN ('Home Audio & Theater', 'Books', 'Sports & Outdoors')",in_set,0.259492,0.26255,0.003058,1.18,1.79
"main_cat IN ('Home Audio & Theater', 'Musical Instruments')",in_set,0.26588,0.267395,0.001515,0.57,1.83
"main_cat IN ('Home Audio & Theater', 'Computers')",in_set,0.2708,0.270024,0.000776,0.29,1.92
main_cat='All Electronics',single,0.271385,0.273529,0.002144,0.79,0.29
"overall IN (1,4)",in_set,0.274147,0.276827,0.00268,0.98,10.04
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.274791,0.269199,0.005592,2.04,10.13
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Car Electronics')",in_set,0.276482,0.27827,0.001788,0.65,2.29
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.27683,0.279095,0.002265,0.82,2.37
verified=true AND overall<=4.0,compound,0.277536,0.281105,0.003569,1.29,14.33
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Office Products')",in_set,0.279015,0.280229,0.001214,0.44,2.42
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.27918,0.282136,0.002956,1.06,2.5
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Computers')",in_set,0.279711,0.271828,0.007883,2.82,10.17
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Books')",in_set,0.280435,0.284146,0.003711,1.32,2.58
"main_cat IN ('Home Audio & Theater', 'Computers', 'Car Electronics')",in_set,0.281401,0.280899,0.000502,0.18,2.38
"main_cat IN ('Home Audio & Theater', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.281749,0.281724,2.6e-05,0.01,2.54
"main_cat IN ('All Electronics', 'Car Electronics')",in_set,0.281986,0.284404,0.002417,0.86,1.08
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories')",in_set,0.282334,0.285228,0.002894,1.03,1.04
"main_cat IN ('Home Audio & Theater', 'Computers', 'Office Products')",in_set,0.283934,0.282857,0.001077,0.38,2.5
"main_cat IN ('Home Audio & Theater', 'Computers', 'Sports & Outdoors')",in_set,0.284099,0.284764,0.000665,0.23,2.58
"main_cat IN ('All Electronics', 'Office Products')",in_set,0.284519,0.286362,0.001843,0.65,1.04
"main_cat IN ('All Electronics', 'Sports & Outdoors')",in_set,0.284684,0.288269,0.003585,1.26,1.17
"main_cat IN ('Home Audio & Theater', 'Computers', 'Books')",in_set,0.285354,0.286775,0.00142,0.5,2.71
"main_cat IN ('All Electronics', 'Books')",in_set,0.285939,0.290279,0.00434,1.52,1.21
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories', 'Car Electronics')",in_set,0.292936,0.296103,0.003168,1.08,1.5
"main_cat IN ('All Electronics', 'Office Products', 'Car Electronics')",in_set,0.295121,0.297237,0.002117,0.72,1.5
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Car Electronics')",in_set,0.295286,0.299144,0.003859,1.31,1.58
"main_cat IN ('All Electronics', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.295469,0.298062,0.002593,0.88,1.54
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.295634,0.299969,0.004335,1.47,1.67
"main_cat IN ('All Electronics', 'Books', 'Car Electronics')",in_set,0.296541,0.301155,0.004614,1.56,1.67
"main_cat IN ('All Electronics', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.296889,0.301979,0.005091,1.71,1.71
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Office Products')",in_set,0.297819,0.301103,0.003284,1.1,1.67
"overall IN (2,3,4)",in_set,0.298711,0.298217,0.000494,0.17,13.29
"main_cat IN ('All Electronics', 'Books', 'Office Products')",in_set,0.299074,0.303113,0.004039,1.35,1.71
"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')",in_set,0.299239,0.30502,0.005781,1.93,1.83
"main_cat IN ('Home Audio & Theater', 'Computers', 'Musical Instruments')",in_set,0.305042,0.30636,0.001318,0.43,3.37
"main_cat IN ('All Electronics', 'Musical Instruments')",in_set,0.305627,0.309865,0.004238,1.39,1.88
"main_cat IN ('All Electronics', 'Computers')",in_set,0.310546,0.312494,0.001947,0.63,2.04
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.313445,0.312803,0.000643,0.21,3.42
"main_cat IN ('All Electronics', 'Musical Instruments', 'Car Electronics')",in_set,0.316229,0.32074,0.004512,1.43,2.38
"main_cat IN ('All Electronics', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.316576,0.321565,0.004988,1.58,2.42
"main_cat IN ('All Electronics', 'Musical Instruments', 'Office Products')",in_set,0.318762,0.322699,0.003937,1.24,2.42
"main_cat IN ('All Electronics', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.318927,0.324606,0.005679,1.78,2.5
"main_cat IN ('All Electronics', 'Musical Instruments', 'Books')",in_set,0.320182,0.326616,0.006434,2.01,2.58
"main_cat IN ('All Electronics', 'Computers', 'Car Electronics')",in_set,0.321148,0.323369,0.002221,0.69,2.42
"main_cat IN ('All Electronics', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.321496,0.324193,0.002698,0.84,2.42
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.322356,0.314607,0.00775,2.4,11.63
"main_cat IN ('All Electronics', 'Computers', 'Office Products')",in_set,0.323681,0.325327,0.001646,0.51,2.46
"main_cat IN ('All Electronics', 'Computers', 'Sports & Outdoors')",in_set,0.323846,0.327234,0.003388,1.05,2.54
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.324047,0.323678,0.000369,0.11,4.12
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.324395,0.324503,0.000108,0.03,4.13
"overall IN (1,2,4)",in_set,0.324686,0.328214,0.003528,1.09,14.0
"main_cat IN ('All Electronics', 'Computers', 'Books')",in_set,0.325101,0.329244,0.004144,1.27,2.71
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Office Products')",in_set,0.32658,0.325637,0.000944,0.29,4.04
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.326745,0.327544,0.000799,0.24,4.17
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Books')",in_set,0.328,0.329554,0.001554,0.47,4.25
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.34157,0.339913,0.001657,0.49,4.42
"main_cat IN ('All Electronics', 'Computers', 'Musical Instruments')",in_set,0.344789,0.34883,0.004041,1.17,3.33
"overall IN (1,3,4)",in_set,0.346541,0.347799,0.001258,0.36,15.13
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.347688,0.349139,0.001452,0.42,4.96
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.352172,0.350789,0.001383,0.39,5.0
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.352519,0.351613,0.000906,0.26,5.0
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Computers')",in_set,0.352607,0.351768,0.000839,0.24,5.0
"main_cat IN ('All Electronics', 'Camera &amp; Photo')",in_set,0.353192,0.355273,0.002081,0.59,3.46
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.354705,0.352747,0.001958,0.55,5.04
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.35487,0.354654,0.000215,0.06,5.08
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Books')",in_set,0.356125,0.356664,0.00054,0.15,5.21
"main_cat IN ('Home Audio & Theater', 'Camera & Photo')",in_set,0.362255,0.355066,0.007189,1.98,4.96
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.363794,0.366148,0.002354,0.65,3.96
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.364141,0.366972,0.002831,0.78,3.92
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Office Products')",in_set,0.366327,0.368106,0.00178,0.49,4.0
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.366492,0.370013,0.003522,0.96,4.04
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Books')",in_set,0.367747,0.372024,0.004277,1.16,4.13
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Car Electronics')",in_set,0.372857,0.365942,0.006915,1.85,5.58
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.373205,0.366766,0.006438,1.73,5.58
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Office Products')",in_set,0.37539,0.3679,0.00749,2.0,5.71
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.375555,0.369807,0.005747,1.53,5.67
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.375812,0.37625,0.000437,0.12,5.92
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Books')",in_set,0.37681,0.371817,0.004992,1.32,5.75
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Computers')",in_set,0.380732,0.378878,0.001853,0.49,6.04
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater')",in_set,0.381317,0.382383,0.001067,0.28,4.37
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.387434,0.391609,0.004175,1.08,4.83
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.391918,0.393258,0.00134,0.34,4.83
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.392266,0.394083,0.001817,0.46,4.92
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Computers')",in_set,0.392354,0.394238,0.001884,0.48,4.83
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.394451,0.395217,0.000766,0.19,4.83
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.394616,0.397124,0.002508,0.64,4.96
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Books')",in_set,0.395871,0.399134,0.003263,0.82,5.0
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Musical Instruments')",in_set,0.396497,0.391403,0.005094,1.28,6.5
overall<=4.0,range,0.39708,0.399186,0.002106,0.53,13.92
"overall IN (1,2,3,4)",in_set,0.39708,0.399186,0.002106,0.53,17.58
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Computers')",in_set,0.401417,0.394032,0.007385,1.84,6.71
"main_cat IN ('All Electronics', 'Camera & Photo')",in_set,0.402002,0.397536,0.004465,1.11,5.08
"main_cat IN ('All Electronics', 'Camera & Photo', 'Car Electronics')",in_set,0.412603,0.408412,0.004192,1.02,5.33
"main_cat IN ('All Electronics', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.412951,0.409236,0.003715,0.9,5.38
"main_cat IN ('All Electronics', 'Camera & Photo', 'Office Products')",in_set,0.415136,0.41037,0.004766,1.15,5.37
"main_cat IN ('All Electronics', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.415301,0.412277,0.003024,0.73,5.54
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.415559,0.41872,0.003161,0.76,5.79
"main_cat IN ('All Electronics', 'Camera & Photo', 'Books')",in_set,0.416556,0.414287,0.002269,0.54,5.62
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Computers')",in_set,0.420478,0.421348,0.00087,0.21,5.71
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.423377,0.421658,0.00172,0.41,7.5
"main_cat IN ('All Electronics', 'Camera & Photo', 'Musical Instruments')",in_set,0.436244,0.433873,0.002371,0.54,6.25
"main_cat IN ('All Electronics', 'Camera & Photo', 'Computers')",in_set,0.441163,0.436501,0.004662,1.06,6.33
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.444062,0.436811,0.007252,1.63,8.46
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.463124,0.464127,0.001003,0.22,7.29
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.472187,0.463921,0.008266,1.75,8.75
verified=true AND overall>=5.0,compound,0.480825,0.475209,0.005616,1.17,1.54
"main_cat IN ('All Electronics', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.483809,0.47928,0.004529,0.94,7.79
"main_cat IN ('All Electronics', 'Home Audio & Theater')",in_set,0.503023,0.504587,0.001564,0.31,0.79
"main_cat IN ('All Electronics', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.511934,0.506391,0.005543,1.08,8.71
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Car Electronics')",in_set,0.513624,0.515462,0.001838,0.36,1.25
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Cell Phones &amp; Accessories')",in_set,0.513972,0.516287,0.002315,0.45,1.25
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Office Products')",in_set,0.516157,0.517421,0.001264,0.24,1.25
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Sports & Outdoors')",in_set,0.516322,0.519328,0.003006,0.58,1.38
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Books')",in_set,0.517577,0.521338,0.003761,0.73,1.42
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Musical Instruments')",in_set,0.537265,0.540924,0.003659,0.68,2.08
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Computers')",in_set,0.542184,0.543552,0.001368,0.25,2.17
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.58483,0.586331,0.001501,0.26,3.58
overall>=5.0,range,0.60292,0.600814,0.002106,0.35,0.83
verified=true AND overall>=4.0,compound,0.608342,0.60468,0.003662,0.6,7.54
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.612955,0.613442,0.000487,0.08,4.62
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera & Photo')",in_set,0.63364,0.628595,0.005045,0.8,5.25
"overall IN (2,5)",in_set,0.653459,0.652201,0.001258,0.19,2.21
verified=true AND overall>=3.0,compound,0.661342,0.656736,0.004605,0.7,9.83
"overall IN (3,5)",in_set,0.675314,0.671786,0.003528,0.52,3.0
verified=true AND overall>=2.0,compound,0.695334,0.690599,0.004735,0.68,10.96
"overall IN (1,5)",in_set,0.701289,0.701783,0.000494,0.07,4.13
"overall IN (2,3,5)",in_set,0.725853,0.723173,0.00268,0.37,7.33
"overall IN (1,2,5)",in_set,0.751828,0.75317,0.001341,0.18,8.13
verified=true AND overall<=5.0,compound,0.758361,0.756314,0.002047,0.27,14.38
verified=true,single,0.758361,0.756314,0.002047,0.27,0.29
"overall IN (1,3,5)",in_set,0.773683,0.772755,0.000928,0.12,9.46
overall>=4.0,range,0.778698,0.776673,0.002026,0.26,7.08
"overall IN (4,5)",in_set,0.778698,0.776673,0.002026,0.26,7.08
"overall IN (1,2,3,5)",in_set,0.824222,0.824142,8e-05,0.01,11.04
"overall IN (2,4,5)",in_set,0.829237,0.828059,0.001178,0.14,8.67
overall>=3.0,range,0.851092,0.847645,0.003447,0.41,8.96
"overall IN (3,4,5)",in_set,0.851092,0.847645,0.003447,0.41,9.21
"overall IN (1,4,5)",in_set,0.877067,0.877641,0.000574,0.07,10.13
overall>=2.0,range,0.901631,0.899031,0.0026,0.29,10.29
"overall IN (2,3,4,5)",in_set,0.901631,0.899031,0.0026,0.29,12.92
"overall IN (1,2,4,5)",in_set,0.927606,0.929028,0.001422,0.15,14.29
"overall IN (1,3,4,5)",in_set,0.949461,0.948614,0.000848,0.09,15.54
overall<=5.0,range,1.0,1.0,0.0,0.0,13.5
