filter_name,filter_type,true_selectivity,estimated_selectivity,absolute_error,relative_error_pct,estimation_time_us
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Books')",in_set,0.255104,0.254194,0.00091,0.36,1.87
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Car Electronics')",in_set,0.255374,0.254735,0.000639,0.25,2.5
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Car Electronics')",in_set,0.255539,0.255586,4.6e-05,0.02,2.54
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.255722,0.255843,0.000121,0.05,2.58
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.255887,0.256694,0.000807,0.32,2.71
"main_cat IN ('Home Audio & Theater', 'Books', 'Car Electronics')",in_set,0.256794,0.257853,0.001059,0.41,2.79
"main_cat IN ('Home Audio & Theater', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.257142,0.258961,0.00182,0.71,2.83
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Office Products')",in_set,0.258072,0.257029,0.001044,0.4,2.75
"main_cat IN ('Home Audio & Theater', 'Books', 'Office Products')",in_set,0.259327,0.259296,3.1e-05,0.01,2.88
"main_cat IN ('Home Audio & Theater', 'Books', 'Sports & Outdoors')",in_set,0.259492,0.260147,0.000655,0.25,2.92
"main_cat IN ('Home Audio & Theater', 'Musical Instruments')",in_set,0.26588,0.266641,0.000761,0.29,3.21
"main_cat IN ('Home Audio & Theater', 'Computers')",in_set,0.2708,0.270944,0.000145,0.05,3.46
main_cat='All Electronics',single,0.271385,0.271743,0.000359,0.13,0.29
"overall IN (1,4)",in_set,0.274147,0.276511,0.002364,0.86,6.92
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.274791,0.274088,0.000703,0.26,3.38
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Car Electronics')",in_set,0.276482,0.277748,0.001266,0.46,4.25
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.27683,0.278856,0.002026,0.73,4.33
verified=true AND overall<=4.0,compound,0.277536,0.283108,0.005572,2.01,15.33
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Office Products')",in_set,0.279015,0.279191,0.000176,0.06,4.38
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.27918,0.280041,0.000861,0.31,4.46
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Computers')",in_set,0.279711,0.278392,0.001319,0.47,3.79
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Books')",in_set,0.280435,0.282309,0.001874,0.67,4.54
"main_cat IN ('Home Audio & Theater', 'Computers', 'Car Electronics')",in_set,0.281401,0.282051,0.00065,0.23,4.42
"main_cat IN ('Home Audio & Theater', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.281749,0.283159,0.00141,0.5,4.5
"main_cat IN ('All Electronics', 'Car Electronics')",in_set,0.281986,0.28285,0.000864,0.31,1.42
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories')",in_set,0.282334,0.283958,0.001624,0.58,1.5
"main_cat IN ('Home Audio & Theater', 'Computers', 'Office Products')",in_set,0.283934,0.283494,0.00044,0.15,4.5
"main_cat IN ('Home Audio & Theater', 'Computers', 'Sports & Outdoors')",in_set,0.284099,0.284345,0.000246,0.09,4.62
"main_cat IN ('All Electronics', 'Office Products')",in_set,0.284519,0.284293,0.000226,0.08,1.58
"main_cat IN ('All Electronics', 'Sports & Outdoors')",in_set,0.284684,0.285144,0.000459,0.16,1.67
"main_cat IN ('Home Audio & Theater', 'Computers', 'Books')",in_set,0.285354,0.286613,0.001258,0.44,4.92
"main_cat IN ('All Electronics', 'Books')",in_set,0.285939,0.287411,0.001472,0.51,1.79
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories', 'Car Electronics')",in_set,0.292936,0.295065,0.002129,0.73,2.29
"main_cat IN ('All Electronics', 'Office Products', 'Car Electronics')",in_set,0.295121,0.2954,0.000279,0.09,2.29
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Car Electronics')",in_set,0.295286,0.29625,0.000965,0.33,2.33
"main_cat IN ('All Electronics', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.295469,0.296508,0.001039,0.35,2.29
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.295634,0.297359,0.001725,0.58,2.42
"main_cat IN ('All Electronics', 'Books', 'Car Electronics')",in_set,0.296541,0.298518,0.001978,0.67,2.46
"main_cat IN ('All Electronics', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.296889,0.299626,0.002738,0.92,2.58
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Office Products')",in_set,0.297819,0.297694,0.000125,0.04,2.46
"overall IN (2,3,4)",in_set,0.298711,0.301224,0.002514,0.84,7.54
"main_cat IN ('All Electronics', 'Books', 'Office Products')",in_set,0.299074,0.299961,0.000887,0.3,2.54
"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')",in_set,0.299239,0.300812,0.001573,0.53,2.58
"main_cat IN ('Home Audio & Theater', 'Computers', 'Musical Instruments')",in_set,0.305042,0.306507,0.001465,0.48,6.42
"main_cat IN ('All Electronics', 'Musical Instruments')",in_set,0.305627,0.307306,0.001679,0.55,3.25
"main_cat IN ('All Electronics', 'Computers')",in_set,0.310546,0.311609,0.001063,0.34,3.5
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.313445,0.311635,0.00181,0.58,6.25
"main_cat IN ('All Electronics', 'Musical Instruments', 'Car Electronics')",in_set,0.316229,0.318413,0.002184,0.69,3.79
"main_cat IN ('All Electronics', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.316576,0.319521,0.002944,0.93,3.88
"main_cat IN ('All Electronics', 'Musical Instruments', 'Office Products')",in_set,0.318762,0.319856,0.001094,0.34,3.92
"main_cat IN ('All Electronics', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.318927,0.320706,0.00178,0.56,4.0
"main_cat IN ('All Electronics', 'Musical Instruments', 'Books')",in_set,0.320182,0.322974,0.002792,0.87,4.13
"main_cat IN ('All Electronics', 'Computers', 'Car Electronics')",in_set,0.321148,0.322716,0.001568,0.49,4.04
"main_cat IN ('All Electronics', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.321496,0.323824,0.002328,0.72,4.08
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.322356,0.319083,0.003274,1.02,6.71
"main_cat IN ('All Electronics', 'Computers', 'Office Products')",in_set,0.323681,0.324159,0.000478,0.15,4.17
"main_cat IN ('All Electronics', 'Computers', 'Sports & Outdoors')",in_set,0.323846,0.32501,0.001164,0.36,4.17
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.324047,0.322742,0.001305,0.4,7.71
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.324395,0.32385,0.000545,0.17,7.5
"overall IN (1,2,4)",in_set,0.324686,0.326917,0.002231,0.69,9.83
"main_cat IN ('All Electronics', 'Computers', 'Books')",in_set,0.325101,0.327277,0.002177,0.67,4.29
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Office Products')",in_set,0.32658,0.324185,0.002395,0.73,7.5
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.326745,0.325035,0.00171,0.52,7.58
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Books')",in_set,0.328,0.327303,0.000697,0.21,8.12
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.34157,0.340317,0.001253,0.37,0.79
"main_cat IN ('All Electronics', 'Computers', 'Musical Instruments')",in_set,0.344789,0.347172,0.002383,0.69,5.54
"overall IN (1,3,4)",in_set,0.346541,0.350522,0.003981,1.15,11.29
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.347688,0.347198,0.00049,0.14,8.25
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.352172,0.351424,0.000748,0.21,1.54
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.352519,0.352532,1.2e-05,0.0,1.58
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Computers')",in_set,0.352607,0.351501,0.001106,0.31,8.46
"main_cat IN ('All Electronics', 'Camera &amp; Photo')",in_set,0.353192,0.3523,0.000892,0.25,6.29
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.354705,0.352867,0.001838,0.52,1.62
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.35487,0.353717,0.001152,0.32,1.67
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Books')",in_set,0.356125,0.355985,0.00014,0.04,1.83
"main_cat IN ('Home Audio & Theater', 'Camera & Photo')",in_set,0.362255,0.360366,0.001889,0.52,0.83
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.363794,0.363407,0.000387,0.11,6.62
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.364141,0.364515,0.000373,0.1,6.67
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Office Products')",in_set,0.366327,0.36485,0.001477,0.4,6.71
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.366492,0.3657,0.000791,0.22,6.79
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Books')",in_set,0.367747,0.367968,0.000221,0.06,7.54
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Car Electronics')",in_set,0.372857,0.371473,0.001384,0.37,1.54
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.373205,0.372581,0.000624,0.17,1.58
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Office Products')",in_set,0.37539,0.372916,0.002474,0.66,1.62
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.375555,0.373766,0.001788,0.48,1.71
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.375812,0.375879,6.7e-05,0.02,3.13
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Books')",in_set,0.37681,0.376034,0.000776,0.21,1.83
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Computers')",in_set,0.380732,0.380183,0.000549,0.14,3.46
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater')",in_set,0.381317,0.380982,0.000335,0.09,0.79
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.387434,0.387862,0.000428,0.11,8.83
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.391918,0.392089,0.00017,0.04,1.63
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.392266,0.393197,0.000931,0.24,1.71
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Computers')",in_set,0.392354,0.392166,0.000188,0.05,9.21
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.394451,0.393532,0.00092,0.23,1.75
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.394616,0.394382,0.000234,0.06,1.83
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Books')",in_set,0.395871,0.39665,0.000779,0.2,2.13
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Musical Instruments')",in_set,0.396497,0.395928,0.000569,0.14,3.17
overall<=4.0,range,0.39708,0.400928,0.003848,0.97,13.17
"overall IN (1,2,3,4)",in_set,0.39708,0.400928,0.003848,0.97,14.17
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Computers')",in_set,0.401417,0.400232,0.001185,0.3,3.42
"main_cat IN ('All Electronics', 'Camera & Photo')",in_set,0.402002,0.401031,0.000971,0.24,0.83
"main_cat IN ('All Electronics', 'Camera & Photo', 'Car Electronics')",in_set,0.412603,0.412138,0.000466,0.11,1.71
"main_cat IN ('All Electronics', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.412951,0.413246,0.000295,0.07,1.71
"main_cat IN ('All Electronics', 'Camera & Photo', 'Office Products')",in_set,0.415136,0.413581,0.001556,0.37,2.08
"main_cat IN ('All Electronics', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.415301,0.414431,0.00087,0.21,2.17
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.415559,0.416544,0.000985,0.24,3.42
"main_cat IN ('All Electronics', 'Camera & Photo', 'Books')",in_set,0.416556,0.416699,0.000143,0.03,2.04
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Computers')",in_set,0.420478,0.420848,0.000369,0.09,3.67
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.423377,0.420874,0.002504,0.59,6.12
"main_cat IN ('All Electronics', 'Camera & Photo', 'Musical Instruments')",in_set,0.436244,0.436593,0.000349,0.08,3.5
"main_cat IN ('All Electronics', 'Camera & Photo', 'Computers')",in_set,0.441163,0.440897,0.000267,0.06,3.79
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.444062,0.440923,0.00314,0.71,6.08
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.463124,0.461538,0.001586,0.34,7.33
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.472187,0.469604,0.002583,0.55,0.88
verified=true AND overall>=5.0,compound,0.480825,0.473805,0.00702,1.46,1.58
"main_cat IN ('All Electronics', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.483809,0.481587,0.002222,0.46,6.62
"main_cat IN ('All Electronics', 'Home Audio & Theater')",in_set,0.503023,0.502822,0.000201,0.04,0.83
"main_cat IN ('All Electronics', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.511934,0.510269,0.001664,0.33,1.08
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Car Electronics')",in_set,0.513624,0.513929,0.000304,0.06,1.62
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Cell Phones &amp; Accessories')",in_set,0.513972,0.515037,0.001065,0.21,1.79
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Office Products')",in_set,0.516157,0.515372,0.000786,0.15,1.75
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Sports & Outdoors')",in_set,0.516322,0.516222,0.0001,0.02,1.83
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Books')",in_set,0.517577,0.51849,0.000913,0.18,1.96
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Musical Instruments')",in_set,0.537265,0.538384,0.001119,0.21,3.42
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Computers')",in_set,0.542184,0.542688,0.000503,0.09,3.67
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.58483,0.583378,0.001452,0.25,6.62
overall>=5.0,range,0.60292,0.599072,0.003848,0.64,0.75
verified=true AND overall>=4.0,compound,0.608342,0.60353,0.004812,0.79,1.87
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.612955,0.61206,0.000894,0.15,1.0
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera & Photo')",in_set,0.63364,0.632109,0.001531,0.24,1.08
"overall IN (2,5)",in_set,0.653459,0.649478,0.003981,0.61,3.58
verified=true AND overall>=3.0,compound,0.661342,0.657931,0.003411,0.52,6.29
"overall IN (3,5)",in_set,0.675314,0.673083,0.002231,0.33,5.21
verified=true AND overall>=2.0,compound,0.695334,0.691741,0.003593,0.52,9.04
"overall IN (1,5)",in_set,0.701289,0.698776,0.002514,0.36,7.67
"overall IN (2,3,5)",in_set,0.725853,0.723489,0.002364,0.33,7.62
"overall IN (1,2,5)",in_set,0.751828,0.749182,0.002647,0.35,9.54
verified=true AND overall<=5.0,compound,0.758361,0.756913,0.001448,0.19,16.46
verified=true,single,0.758361,0.756913,0.001448,0.19,0.29
"overall IN (1,3,5)",in_set,0.773683,0.772787,0.000896,0.12,11.46
overall>=4.0,range,0.778698,0.775879,0.002819,0.36,0.92
"overall IN (4,5)",in_set,0.778698,0.775879,0.002819,0.36,0.75
"overall IN (1,2,3,5)",in_set,0.824222,0.823193,0.001029,0.12,14.79
"overall IN (2,4,5)",in_set,0.829237,0.826285,0.002952,0.36,3.62
overall>=3.0,range,0.851092,0.84989,0.001201,0.14,4.96
"overall IN (3,4,5)",in_set,0.851092,0.84989,0.001201,0.14,5.0
"overall IN (1,4,5)",in_set,0.877067,0.875583,0.001484,0.17,7.12
overall>=2.0,range,0.901631,0.900296,0.001334,0.15,7.37
"overall IN (2,3,4,5)",in_set,0.901631,0.900296,0.001334,0.15,8.75
"overall IN (1,2,4,5)",in_set,0.927606,0.925989,0.001617,0.17,9.92
"overall IN (1,3,4,5)",in_set,0.949461,0.949594,0.000133,0.01,11.87
overall<=5.0,range,1.0,1.0,0.0,0.0,13.37
